,acc. date,type,operator,fat.,location,dmg
248,13 Sep 1972,Boeing 707-331C,Trans World Airlines - TWA,0,"San Francisco International Airport, CA (SFO)",w/o
249,13 Sep 1972,Douglas C-47A-45-DL (DC-3),Royal Nepalese Air Force,31,Panchkhal,w/o
250,15 Sep 1972,McDonnell Douglas DC-9-21,Scandinavian Airlines System - SAS,0,Madrid,non
251,16 Sep 1972,Fairchild F-27,Air Manila International,0,near Roxas,sub
252,17 Sep 1972,Douglas C-47A-70-DL (DC-3),Aerolineas Abaroa,0,La Paz,w/o
253,19 Sep 1972,Fokker F-28 Fellowship 1000,Nigeria Airways,0,Port Harcourt Airport (PHC),w/o
254,22 Sep 1972,Volpar Turboliner II,United Air,3+2,ca 12 km N of Johannesburg Airport (JNB),dst
255,24 Sep 1972,Consolidated PBY-5A Catalina,Austin Airways,0,"Great Whale River, QC",w/o
256,24 Sep 1972,Douglas DC-8-53,Japan Air Lines - JAL,0,Bombay-Juhu Airport,sub
257,24 Sep 1972,Douglas C-54D-1-DC (DC-4),Air Vietnam,10,near Ben Cat,w/o
258,25 Sep 1972,Douglas C-47A-1-DL (DC-3),Transporte Aéreo Militar - TAM,0,Caranavi,w/o
259,26 Sep 1972,Fokker F-27 Friendship 600,Garuda Indonesia Airways,3,near Jakarta-Kemayoran Airport (JKT),w/o
260,30 Sep 1972,Douglas C-47B-1-DK (DC-3),Spantax,1,Madrid-Barajas Airport (MAD),w/o
261,1 Oct 1972,Ilyushin Il-18V,"Aeroflot, Moscow Civil Aviation Directorate",109,4 km W off Adler/Sochi Airport (AER),dst
262,2 Oct 1972,Douglas C-47A-25-DK (DC-3),Cambodia Air Commercial,9,Kampot Airport (KMT),w/o
263,6 Oct 1972,Antonov An-2P,"Aeroflot, Yakutsk Civil Aviation Directorate",0,Cherski,w/o
264,6 Oct 1972,Fokker F-27 Friendship,Aero Trasporti Italiani - ATI,1,Trieste-Ronchi dei Legionari Airport (TRS),unk
265,11 Oct 1972,Boeing 727,Lufthansa,0,Frankfurt,non
266,13 Oct 1972,Ilyushin Il-62,"Aeroflot, International Civil Aviation Directorate",174,11 km N of Moskva-Sheremetyevo Airport (SVO),dst
267,13 Oct 1972,Fairchild FH-227D,Fuerza Aérea Uruguaya - FAU,29,near El Tiburcio,dst
268,15 Oct 1972,Howard 350,Mar Pon Inc.,0,"Philadelphia International Airport, PA (PHL)",w/o
269,18 Oct 1972,NAMC YS-11A-202,Cruzeiro do Sul,0,"São Paulo-Congonhas Airport, SP (CGH)",w/o
270,21 Oct 1972,NAMC YS-11A-500,Olympic Airways,37,3 km off Athens-Ellinikon International Airport (ATH),w/o
271,22 Oct 1972,Yakovlev Yak-40,"Aeroflot, Krasnoyarsk Civil Aviation Directorate",0,Krasnoyarsk Severny Airport,sub
272,22 Oct 1972,Boeing 707-321,Türk Hava Yollari - THY,0,Sofia-Vrazhdebna Airport (SOF),unk
273,23 Oct 1972,Britten-Norman BN-2A-6 Islander,Air Melanesie,1,ca 20 km from Lenakel Airfield (TAH),w/o
274,23 Oct 1972,Antonov An-12BP,Soviet Air Force,7+20,Tula Airport (TYA),w/o
275,23 Oct 1972,Antonov An-12BP,Soviet Air Force,20+7,Tula Airport (TYA),w/o
276,27 Oct 1972,Fairchild C-119G Flying Boxcar,United States Air Force - USAF,5,"Col du Devès, Roynac, Drôme",w/o
277,27 Oct 1972,Vickers 724 Viscount,Air Inter,60,4 km W of Noirétable,dst
278,29 Oct 1972,Boeing 727,Eastern Air Lines,0+1,Havana-José Martí International Airport (HAV),non
279,29 Oct 1972,Boeing 727-30,Lufthansa,0,Tripoli,unk
280,30 Oct 1972,Douglas DC-3C,Ansett Airlines of Papua New Guinea,0,Madang Airport (MAG),w/o
281,30 Oct 1972,Tupolev Tu-134,Interflug,0,Berlin-Schönefeld Airport (SXF),sub
282,30 Oct 1972,Fokker F-27 Friendship 200,Aero Trasporti Italiani - ATI,27,near Poggiorsini,dst
283,31 Oct 1972,Dassault Falcon 10,Dassault,2,Romorantin,w/o
284,1 Nov 1972,Douglas DC-3,Yemen Airlines,n/a,Beihan Airport (BHN),w/o
285,4 Nov 1972,Ilyushin Il-14P,Balkan Bulgarian Airlines,35,near Cruncha,dst
286,4 Nov 1972,Antonov An-24B,"Aeroflot, Privolzhsk Civil Aviation Directorate",0,near Kursk-Vostochny Airport (URS),w/o
287,6 Nov 1972,Fairchild C-123K Provider,Air America,0,3 km S of Paksong,w/o
288,6 Nov 1972,Boeing 727,Japan Air Lines - JAL,0,Tokyo-Haneda Airport (HND),non
289,8 Nov 1972,Boeing 727-200,Mexicana de Aviación,0,Havana,unk
290,10 Nov 1972,McDonnell Douglas DC-9,Southern Airways,0,Havana,unk
291,13 Nov 1972,Antonov An-2TP,"Aeroflot, Krasnoyarsk Civil Aviation Directorate",2,40 km NW of Yeniseisk,w/o
292,14 Nov 1972,Antonov An-2TP,"Aeroflot, Yakutsk Civil Aviation Directorate",0,near Lensk,w/o
293,15 Nov 1972,IRMA/Britten-Norman BN-2A-9 Islander,Rousseau Aviation,0,Dinard-Pleurtuit Airport (DNR),w/o
294,15 Nov 1972,Fokker F-27 Friendship 200,Ansett Airlines of Australia,1,"Alice Springs Airport, NT (ASP)",unk
295,17 Nov 1972,Douglas C-47A-30-DK (DC-3C),S & H Aviation Sales,3,"160 km E off St. Johns, NL, Canada",w/o
296,17 Nov 1972,de Havilland Canada DHC-6 Twin Otter 100,Fuerza Aérea de Chile,3,Segundo Corral Airport,w/o
297,20 Nov 1972,Sud Aviation SE-210 Caravelle III,Jugoslovenski Aerotransport - JAT,0,Beograd Airport (BEG),w/o
298,21 Nov 1972,Douglas EC-47Q (DC-3),United States Air Force - USAF,2,2 km from Nakhon Phanom Airport (KOP),w/o
299,21 Nov 1972,Antonov An-12TB,"Aeroflot, Moscow Civil Aviation Directorate",0,Vorkuta Airport (VKT),w/o
300,23 Nov 1972,de Havilland Canada C-7A Caribou (DHC-4),Air America,4,near Saravane,w/o
301,24 Nov 1972,McDonnell Douglas DC-8-60,Air Canada,1,Frankfurt,unk
302,28 Nov 1972,McDonnell Douglas DC-8-62,Japan Air Lines - JAL,61,Moskva-Sheremetyevo Airport (SVO),dst
303,28 Nov 1972,Hawker Siddeley HS-748-232 Srs. 2,Philippine Air Lines,0,Bislig Airport (BPH),w/o
304,1 Dec 1972,de Havilland Canada C-7A Caribou (DHC-4),Vietnam Air Force - VNAF,7,2 km N of Tuy Hoa Airport (TBB),w/o
305,1 Dec 1972,Douglas C-47A-15-DK (DC-3),Reindeer Air Service,2,"116 km W of Norman Wells, NT",w/o
306,3 Dec 1972,Howard Super Ventura,Karan Corp.,5,"Tucumcari Airport, NM (TCC)",w/o
307,3 Dec 1972,Antonov An-2TP,"Aeroflot, East Siberia Civil Aviation Directorate",0,"Yerbogachon, Irkutsk region",w/o
308,3 Dec 1972,Convair CV-990-30A-5 Coronado,Spantax,155,Tenerife-Los Rodeos International Airport (TCI),dst
309,5 Dec 1972,Curtiss C-46A-35-CU Commando,Latin Carga,0,Galapa,w/o
310,5 Dec 1972,Lockheed C-130E-I Hercules,United States Air Force - USAF,12+1,"24 km N of Conway, SC",dst
311,5 Dec 1972,Boeing 707-366C,EgyptAir,6,Beni Suef,w/o
312,6 Dec 1972,Douglas C-47B-15-DK (DC-3),Superior Airways,0,"19 km S of Lac Randall, QC",w/o
313,8 Dec 1972,Fokker F-27 Friendship 600,Pakistan International Airlines - PIA,26,near Jalkot,w/o
314,8 Dec 1972,Boeing 737-222,United Airlines,43+2,"2 km from Chicago-Midway Airport, IL (MDW)",w/o
315,8 Dec 1972,Boeing 720-060B,Ethiopian Airlines,6,Addis Ababa-Haile Selassie I International Airport (ADD),sub
316,9 Dec 1972,Lockheed C-130E Hercules,United States Air Force - USAF,5,Guam-Agana NAS (NGM),w/o
317,12 Dec 1972,Boeing 707-331C,Trans World Airlines - TWA,0,"New York-John F. Kennedy International Airport, NY (JFK)",sub
318,12 Dec 1972,de Havilland DH-125-3A,Marathon Oil,0,"Findlay, OH",w/o
319,14 Dec 1972,BAC One-Eleven,Quebecair,0,Montreal,unk
320,15 Dec 1972,Curtiss C-46A-50-CU,Lineas Aéreas Sud Americana - LASA,0,Arica-Chacalluta Airport (ARI),w/o
321,15 Dec 1972,Boeing 747-151,Northwest Airlines,0,"Miami International Airport, FL (MIA)",sub
322,15 Dec 1972,Learjet 23,Zantop International Airlines,2+1,"Detroit-Metropolitan Wayne County Airport, MI (DTW)",w/o
323,19 Dec 1972,Shorts SC.7 Skyvan 3M-400,Tentara Nasional Indonesia-AU (Air Force),n/a,unknown,w/o
324,20 Dec 1972,Curtiss C-46F-1-CU Commando,Nordair,n/a,"Lac Randall, QC",w/o
325,20 Dec 1972,McDonnell Douglas DC-9-31,North Central Airlines,10,"Chicago-O'Hare International Airport, IL (ORD)",w/o
326,20 Dec 1972,Convair CV-880-22-2,Delta Air Lines,0,"Chicago-O'Hare International Airport, IL (ORD)",w/o
327,21 Dec 1972,Lockheed AC-130A Spectre,United States Air Force - USAF,14,40 km NE of Pakse,dst
328,21 Dec 1972,de Havilland Canada DHC-6 Twin Otter 300,Air Guadeloupe,13,off Sint Maarten,w/o
329,23 Dec 1972,Fokker F-28 Fellowship 1000,Braathens SAFE,40,16 km W of Oslo-Fornebu Airport (FBU),dst
330,24 Dec 1972,Douglas C-47 (DC-3),Hukbong Himpapawid ng Pilipinas (Philippine Air Force),n/a,Tonquil Island,w/o
331,27 Dec 1972,Lockheed L-1329 JetStar I,Fluor Corp,3,"Saranac Lake, NY",w/o
332,28 Dec 1972,Fokker F-28 Fellowship 1000,Iberia,0,Bilbao Airport (BIO),w/o
333,29 Dec 1972,Lockheed L-1011-385-1 TriStar 1,Eastern Air Lines,101,"Everglades, FL",dst
334,31 Dec 1972,Douglas DC-7CF,American Express Leasing,5,off San Juan-Isla Verde International Airport (SJU),w/o
335,1 Jan 1970,Douglas DC-3A,Force Aérienne Congolaise,n/a,near Watsa,w/o
336,1 Jan 1970,Grumman HU-16B Albatross,"Armada Argentina, Comando de Aviación Naval",0,unknown,w/o
337,1 Jan 1970,Antonov An-12,Soviet Air Force,n/a,unknown,w/o
338,1 Jan 1970,Scottish Aviation Twin Pioneer 3,Merpati Nusantara Airlines,n/a,unknown,w/o
339,2 Jan 1973,NAMC YS-11,Piedmont Airlines,0,"Baltimore/Washington Friendship International Airport, MD (BWI)",non
340,2 Jan 1973,Boeing 707-321C,Pacific Western Airlines,5,"ca 3 km SE of Edmonton International Airport, AB (YEG)",dst
341,4 Jan 1973,Convair CV-640,Pacific Western Airlines,0,"Vancouver International Airport, BC (YVR)",non
342,14 Jan 1973,Ilyushin Il-14,CAAC,29,near Guiyang,w/o
343,19 Jan 1973,Vickers 802 Viscount,British European Airways - BEA,4,56 km N of Glasgow,dst
344,19 Jan 1973,Douglas C-47B-20-DK (DC-3),Trans Nusantara Airways,0,Pontianak-Supadio Airport (PNK),w/o
345,21 Jan 1973,Antonov An-24B,"Aeroflot, North Kavkaz Civil Aviation Directorate",39,"near Petukhovo, Bolshesosnovsky district",w/o
346,22 Jan 1973,Douglas C-47 (DC-3),Tentara Nasional Indonesia-AU (Air Force),4,near Pontianak Airport (PNK),w/o
347,22 Jan 1973,Boeing 707-3D3C,Nigeria Airways,176,Kano International Airport (KAN),dst
348,25 Jan 1973,Curtiss C-46R Commando,Reindeer Air Service,0,"Sachs Harbour Airport, NT (YSY)",w/o
349,27 Jan 1973,Douglas DC-6A,TAN Honduras - Transportes Aéreos Nacionales,3,16 km N of Tegucigalpa,w/o
350,28 Jan 1973,Lockheed LC-130R Hercules,United States Navy,0,South Pole Station,w/o
351,29 Jan 1973,Douglas C-47-DL (DC-3),VASP - Viação Aérea São Paulo,n/a,"Rondonopolis Airport, MT (ROO)",w/o
352,29 Jan 1973,Ilyushin Il-18D,EgyptAir,37,ca 16 km NNE of Nicosia Airport (NIC),w/o
353,30 Jan 1973,McDonnell Douglas DC-9-21,Scandinavian Airlines System - SAS,0,Oslo-Fornebu Airport (FBU),w/o
354,3 Feb 1973,Douglas C-47 (DC-3),Indian Air Force - IAF,n/a,unknown,w/o
355,5 Feb 1973,Douglas EC-47Q,United States Air Force - USAF,8,56 km SE of Saravan,w/o
356,5 Feb 1973,de Havilland Canada DHC-6 Twin Otter 200,Kar-Air Finland,0,near Pudasjärvi,dst
357,6 Feb 1973,Lisunov Li-2,Soviet Air Force,4,near Provideniya Airport (PVS),w/o
358,6 Feb 1973,Douglas C-47B-20-DK (DC-3),Nordair,0,"Montreal-Dorval International Airport, QC (YUL)",w/o
359,9 Feb 1973,Fairchild C-123K Provider,Air America,3,near Thakhet East,w/o
360,12 Feb 1973,Douglas C-47A-25-DK (DC-3),Kenting Atlas Aviation,0,"near Iqaluit Airport, NU (YFB)",w/o
361,17 Feb 1973,Antonov An-12BP,Aeroflot / Polar,0,Amderma Airport (AMV),w/o
362,19 Feb 1973,Tupolev Tu-154,"Aeroflot, International Civil Aviation Directorate",66,"0,5 km NE of Praha-Ruzyne International Airport (PRG)",dst
363,21 Feb 1973,Curtiss C-46A-50-CU Commando,Joanne Fashions,2,3 km SSW of Barrancabermeja Airport (EJA),w/o
364,21 Feb 1973,Douglas C-47A-70-DL (DC-3),Aerovias Urraca,22,Cerro Horqueta,w/o
365,21 Feb 1973,Boeing 727-224,Libyan Arab Airlines,108,35 km SE of Isma'iliya,dst
366,21 Feb 1973,Learjet 24,Air Taxis Inc.,2,"Detroit-Willow Run Airport, MI (YIP)",w/o
367,23 Feb 1973,de Havilland Canada C-115 Buffalo (DHC-5),Força Aérea Brasileira - FAB,3,"Manaus Air Base, AM (PLL)",w/o
368,23 Feb 1973,Douglas DC-3F,Southern Air Super,1,Seddon,w/o
369,24 Feb 1973,Ilyushin Il-18V,Aeroflot / Tajikistan,79,40 km from Ura-Tube,dst
370,26 Feb 1973,Learjet 24,Machinery Buyers Corp,7,"3,2 km SSW of Atlanta-DeKalb Peachtree Airport, GA (PDK)",dst
371,28 Feb 1973,de Havilland Canada DHC-5D Buffalo,Fuerza Aérea del Peru - FAP,12,16 km from San Ramón,w/o
372,28 Feb 1973,Antonov An-24V,Polish Air Force,18,near Szczecin-Goleniów Airport (SZZ),w/o
373,28 Feb 1973,Yakovlev Yak-40,"Aeroflot, Kazakstan Civil Aviation Directorate",32,Semipalatinsk Airport (PLX),dst
374,28 Feb 1973,de Havilland Canada DHC-6 Twin Otter 100,Merpati Nusantara Airlines,13,45 km E of Nabire,w/o
375,1 Mar 1973,Fairchild AC-119K Stinger,Vietnam Air Force - VNAF,1,off Vietnam coast,w/o
376,2 Mar 1973,Douglas C-54E-1-DO (DC-4),"Armada Argentina, Comando de Aviación Naval",n/a,"Ushuaia, TF",w/o
377,2 Mar 1973,Douglas C-47-DL (DC-3),Arute International Air,0,San Salvador Airport (ZSA),w/o
378,3 Mar 1973,Ilyushin Il-18V,Balkan Bulgarian Airlines,25,Moskva-Sheremetyevo Airport (SVO),w/o
379,5 Mar 1973,Sud Aviation SE-210 Caravelle 10R,Aviaco,3,off Funchal Airport (FNC),w/o
380,5 Mar 1973,McDonnell Douglas DC-9-32,Iberia,68,"near La Plance, near Nantes",dst
381,5 Mar 1973,Convair CV-990-30A-5 Coronado,Spantax,0+68,"over La Plance, near Nantes",sub
382,6 Mar 1973,Antonov An-2T,"Aeroflot, Uralsk Civil Aviation Directorate",0,near Serov,w/o
383,6 Mar 1973,Antonov An-12AP,Aeroflot,n/a,"Graham Bell Island, Franz Josef Land",w/o
384,7 Mar 1973,Antonov An-2R,"Aeroflot, Central Region Civil Aviation Directorate",0,near Smolensk,w/o
385,7 Mar 1973,Fairchild C-123K Provider,Air America,4,near Ban Hong Sa,w/o
386,7 Mar 1973,North American Sabreliner 40,Ziegler Inc,2,"Blaine, MN",dst
387,8 Mar 1973,Douglas C-47J (DC-3),United States Army,14,"Silk Hope, NC",w/o
388,8 Mar 1973,Boeing KC-135A Stratotanker,United States Air Force - USAF,2,"Columbus-Lockbourne AFB, OH (LCK)",w/o
389,9 Mar 1973,Antonov An-2,"Aeroflot, Tyumen Civil Aviation Directorate",3,57 km W of Kondinskoye,w/o
390,9 Mar 1973,MBB HFB-320 Hansa Jet,Golden West Airlines,0,"Phoenix-Sky Harbor International Airport, AZ (PHX)",w/o
391,15 Mar 1973,Hindustan Aeronautics Ltd. HAL-748-224 Srs. 2,Indian Airlines,3+1,near Hyderabad-Begumpet Airport (HYD),dst
392,15 Mar 1973,Lockheed P-3B Orion,United States Navy,5,"64 km S off Brunswick-NAS, ME (NHZ), USA",w/o
393,16 Mar 1973,de Havilland Canada U-1A Otter (DHC-3),Khmer Air Force,0,Phnom Penh-Pochentong Airport (PNH),w/o
394,19 Mar 1973,Douglas C-54D-15-DC (DC-4),Air Vietnam,58,"6,5 km S of Buon Me Thuot (Ban Me Thuot)-Phung-Duc Airport (BMV)",w/o
395,22 Mar 1973,Curtiss C-46A-15-CU Commando,Air Bolivia,n/a,Cerro Picon,w/o
396,24 Mar 1973,Antonov An-2,"Aeroflot, Far East Civil Aviation Directorate",2,9 km N of Ozyornaya,w/o
397,26 Mar 1973,Britten-Norman BN-2A Islander,Arctic Air,0,"near Tumbler Ridge, BC",w/o
398,26 Mar 1973,de Havilland Canada DHC-6 Twin Otter 100,Air Central,1,"Champaign-Willard University Airport, IL (CMI)",w/o
399,29 Mar 1973,Morane Saulnier (FMA) MS.760 Paris I,Fuerza Aérea Argentina - FAA,2+2,"Villa Reynolds Airport, SL",w/o
400,29 Mar 1973,Morane Saulnier (FMA) MS.760 Paris I,Fuerza Aérea Argentina - FAA,2+2,"Villa Reynolds Airport, SL",w/o
401,31 Mar 1973,Douglas DC-3D,Força Aérea Portuguesa,0,Cuito Canaval,w/o
402,2 Apr 1973,Lockheed P-2H Neptune,United States Navy,n/a,"South Weymouth Naval Air Station, MA (NZW)",w/o
403,3 Apr 1973,Lockheed L-1049 Super Constellation,Aircraft Airframe Inc,0,"Miami, FL",w/o
404,6 Apr 1973,Antonov An-2R,Aeroflot / Lithuania,0,near Vilnius,w/o
405,6 Apr 1973,Curtiss C-46R-1 Commando,Frigorificos Movima,n/a,unknown,w/o
406,10 Apr 1973,Vickers 952 Vanguard,Invicta International Airways,108,15 km S of Basel/Mulhouse Airport (BSL),dst
407,12 Apr 1973,Lockheed P-3C Orion,United States Navy,5+11,"1 km S of Moffett Field NAS, CA (NUQ)",w/o
408,12 Apr 1973,Convair CV-990-30A-5 Coronado,NASA,11+5,"0,5 km S of Mountain View-Moffett Field, CA (NUQ)",w/o
409,13 Apr 1973,North American Rockwell Sabreliner 60,Continental Air Lines,2,"Montrose County Airport, CO (MTJ)",dst
410,14 Apr 1973,Antonov An-2R,"Aeroflot, Kazakstan Civil Aviation Directorate",1,15 km NE of Andreyevka,w/o
411,15 Apr 1973,Howard Super Ventura,Pioneer Ventura Aviation,3,"Chiriguaná, Cesar",w/o
412,17 Apr 1973,Vickers 735 Viscount,Iraqi Airways,0,Mosul Airport (OSM),w/o
413,18 Apr 1973,Nord 2501D Noratlas,Heyl Ha'Avir (Israeli Air Force),0,unknown,w/o
414,18 Apr 1973,Nord 2501D Noratlas,Portalia Air Transport,0,Djibouti Airport (JIB),w/o
415,18 Apr 1973,de Havilland Canada DHC-6 Twin Otter 100,Bakhtar Afghan Airlines,4,Bamyan Airport (BIN),w/o
416,23 Apr 1973,Tupolev Tu-104B,"Aeroflot, Northern Civil Aviation Directorate",2,near Leningrad-Shosseynaya Airport (LED),w/o
417,25 Apr 1973,Curtiss C-46 Commando,Aeromar,0,off Boca Chica,w/o
418,27 Apr 1973,Lockheed P2V-7 Neptune,Japan Maritime Self Defence Force - JMSDF,8,off Iwo Jima,w/o
419,30 Apr 1973,Antonov An-24 ?,South Yemen Air Force,25,within South Yemen,w/o
420,30 Apr 1973,Curtiss C-46A-35-CU Commando,Lineas Aéreas Orientales - LAOS,0,Leticia Airport (LET),w/o
421,1 May 1973,Hindustan Aeronautics Ltd. HAL-748-224 Srs. 2,Indian Airlines,0,Hyderabad-Begumpet Airport (HYD),sub
422,1 May 1973,Douglas DC-7BF,Aerocosta Colombia,0,"Miami International Airport, FL (MIA)",w/o
423,2 May 1973,Douglas C-47A-65-DL (DC-3),Indian Airlines,0,Bhavnagar Airport (BHU),sub
424,2 May 1973,Nord 2502F Noratlas,Força Aérea Portuguesa,11,Mueda Airport (MUD),w/o
425,3 May 1973,Lisunov Li-2T,"Aeroflot, Yakutsk Civil Aviation Directorate",0,"500 km NW of Queen Elizabeth Islands, Canada",w/o
426,4 May 1973,Howard 350,Clarks Aerial Service,2,"near Union Springs, AL",w/o
427,4 May 1973,Learjet 24,Líder Táxi Aéreo,3,"Rio de Janeiro-Galeão International Airport, RJ (GIG)",w/o
428,4 May 1973,Douglas DC-3,Air Cambodge,3,Kampot Airport (KMT),w/o
429,6 May 1973,Lockheed 18-56 Learstar 1,Karol Investment Corp.,2,off Chub Cay Airport (CCZ),w/o
430,7 May 1973,Tupolev Tu-154,"Aeroflot, Moscow Civil Aviation Directorate",0,Moskva-Vnukovo Airport (VKO),w/o
431,10 May 1973,Douglas DC-8-33,Thai Airways International,0+1,Kathmandu-Tribhuvan Airport (KTM),w/o
432,10 May 1973,Curtiss C-46A-55-CK Commando,Joel Guinn,0,"5 km from Ellington AFB, TX",w/o
433,11 May 1973,Antonov An-2M,"Aeroflot, Moscow SPiMVL",0,near Kursk,w/o
434,11 May 1973,Ilyushin Il-18B,Aeroflot / Azerbaijan,63,84 km S of Semipalatinsk,dst
435,14 May 1973,Antonov An-24V,Cubana de Aviación,3,Havana-José Martí International Airport (HAV),w/o
436,14 May 1973,Antonov An-2R,"Aeroflot, Northern Civil Aviation Directorate",0,near Vologda,w/o
437,15 May 1973,Vickers 827 Viscount,VASP - Viação Aérea São Paulo,0,"Salvador-Dois de Julho International Airport, BA (SSA)",w/o
438,18 May 1973,Convair CV-580,AVENSA,0,unknown,unk
439,18 May 1973,Tupolev Tu-104B,"Aeroflot, East Siberia Civil Aviation Directorate",81,97 km W of Chita,dst
440,19 May 1973,Douglas C-47A-50-DL (DC-3),Air Union,11,10 km N of Svay Rieng Airport (SVR),w/o
441,20 May 1973,Antonov An-2R,Aeroflot / Ukraine,1,"Starobeshevo District, Donetsk Region",w/o
442,25 May 1973,Tupolev Tu-104,Aeroflot,n/a,Southern Siberia,unk
443,28 May 1973,Fokker F-27 Friendship 200,Pakistan International Airlines - PIA,0,Lyallpur,w/o
444,29 May 1973,Douglas C-47A-50-DL (DC-3),Air Gaspé,4,"5 km SE of Rimouski Airport, QC (YXK)",dst
445,30 May 1973,Lockheed L-188A Electra,SAM Colombia,0,"Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE)",non
446,31 May 1973,Boeing 737-2A8,Indian Airlines,48,6 km from Delhi-Indira Gandhi International Airport (DEL),dst
447,1 Jan 1970,de Havilland Canada DHC-4A Caribou,Sultanate of Oman Air Force,n/a,unknown,w/o
448,1 Jun 1973,Douglas DC-3-313,Aerovias Quisqueyana,n/a,Santiago,w/o
449,1 Jun 1973,Sud Aviation SE-210 Caravelle VI-N,Cruzeiro do Sul,23,"São Luíz-Marechal Cunha Machado Airport, MA (SLZ)",w/o
450,3 Jun 1973,Tupolev Tu-144S,Tupolev Design Bureau,6+8,Goussainville,dst
451,7 Jun 1973,Vickers 785D Viscount,Aerolíneas TAO,0,Bogotá-Eldorado Airport (BOG),w/o
452,9 Jun 1973,Consolidated PBY-5A Catalina,Lineas Aéreas Interiores de Catalina,1,near Villavicencio-La Vanguardia Airport (VVC),w/o
453,9 Jun 1973,Lockheed L-1049H Super Constellation,Aircraft Specialties,3,"1,9 km SW of Casey Airport, QC",dst
454,9 Jun 1973,Boeing 707-327C,Varig,2,"off Rio de Janeiro-Galeão International Airport, RJ (GIG)",w/o
455,10 Jun 1973,de Havilland Canada DHC-6 Twin Otter,Royal Nepal Airlines,0,Bihar,unk
456,10 Jun 1973,Convair CV-440,Air Cambodge,0,Phnom Penh-Pochentong Airport (PNH),w/o
457,17 Jun 1973,Convair CV-240-0,ARCO - Aerolineas Colonia,0,Colonia Airport (CYR),w/o
458,18 Jun 1973,Learjet 24B,P. Holzmann,4,Wilhelmshaven-Mariensiel Airport (WVN),w/o
459,20 Jun 1973,McDonnell Douglas DC-9-15,Aeroméxico,27,32 km SSE of Puerto Vallarta Airport (PVR),w/o
460,20 Jun 1973,McDonnell Douglas DC-8-63,Overseas National Airways - ONA,0,"Bangor International Airport, ME (BGR)",sub
461,21 Jun 1973,Howard 350,International Fruit & Produce Company,0,37 km NE of Iloilo,w/o
462,21 Jun 1973,Antonov An-2R,"Aeroflot, Krasnoyarsk Civil Aviation Directorate",2,45 km S of Abakan,w/o
463,21 Jun 1973,Douglas DC-7CF,Warnaco Inc,3,"16,5 km NW of Miami International Airport, FL (MIA)",dst
464,21 Jun 1973,McDonnell Douglas DC-8-53,Air Canada,0,"Toronto International Airport, ON (YYZ)",w/o
465,23 Jun 1973,McDonnell Douglas DC-8-61CF,Loftleidir,0,"New York-John F. Kennedy International Airport, NY (JFK)",sub
466,25 Jun 1973,Antonov An-2R,"Aeroflot, East Siberia Civil Aviation Directorate",0,near Irkutsk,w/o
467,30 Jun 1973,Tupolev Tu-134A,Aeroflot / Armenia,2+7,Amman-Marka International Airport (ADJ),w/o
468,1 Jan 1970,Britten-Norman BN-2A Islander,Air Gabon,n/a,unknown,w/o
469,2 Jul 1973,de Havilland Canada U-1A Otter (DHC-3),Khmer Air Force,0,unknown,w/o
470,3 Jul 1973,Sud Aviation SE-210 Caravelle VI-N,Indian Airlines,0,Bombay-Santacruz Airport (BOM),sub
471,4 Jul 1973,Antonov An-2,Unknown,1,Gorna Oryakhovitsa,w/o
472,4 Jul 1973,Nord 2502F Noratlas,Força Aérea Portuguesa,n/a,Toto,w/o
473,4 Jul 1973,Ilyushin Il-14,"Aeroflot, Far East Civil Aviation Directorate",18,53 km S of Shakhtersk,dst
474,4 Jul 1973,Boeing 737-287,Aerolineas Argentinas,0,Havana-José Martí International Airport (HAV),unk
